ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT00776,app,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00777,social,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00778,email,The delivery was smooth and the product quality is excellent. My ticket number is 41234.,positive,15,0,15,the delivery was smooth and the product quality is excellent my ticket number is 
TKT00779,chat,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT00780,social,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1,15,can you confirm whether my ticket has been assigned please respond as soon as possible
TKT00781,phone,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00782,app,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00783,email,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT00784,app,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT00785,email,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00786,email,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00787,email,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT00788,email,The app crashes whenever I try to use analytics. Please respond as soon as possible.,negative,15,1,15,the app crashes whenever i try to use analytics please respond as soon as possible
TKT00789,app,Can you confirm whether my ticket has been assigned? My ticket number is 98525.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00790,email,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00791,social,The refund process was fast and convenient. My ticket number is 63062. I appreciate the quick response.,positive,17,0,17,the refund process was fast and convenient my ticket number is  i appreciate the quick response
TKT00792,app,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00793,social,The product quality is bad and I regret purchasing it. Please respond as soon as possible.,negative,16,1,16,the product quality is bad and i regret purchasing it please respond as soon as possible
TKT00794,social,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00795,chat,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00796,app,Billing is incorrect and I was charged twice this month. My ticket number is 39154.,negative,15,1,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT00797,chat,The mobile app keeps failing and support has not resolved my issue.,negative,12,0,12,the mobile app keeps failing and support has not resolved my issue
TKT00798,chat,I am very unhappy because my router has not worked since this morning.,negative,13,0,13,i am very unhappy because my router has not worked since this morning
TKT00799,app,The delivery was late and the package arrived damaged. My ticket number is 93489. Please respond as soon as possible.,negative,20,1,20,the delivery was late and the package arrived damaged my ticket number is  please respond as soon as possible
TKT00800,chat,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00801,app,My refund is still pending and this experience is frustrating.,negative,10,1,10,my refund is still pending and this experience is frustrating
TKT00802,phone,Please provide the steps to activate video call.,neutral,8,0,8,please provide the steps to activate video call
TKT00803,app,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00804,email,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00805,social,The app experience is smooth and reliable. I appreciate the quick response.,positive,12,0,12,the app experience is smooth and reliable i appreciate the quick response
TKT00806,app,I want to cancel because the service quality is poor and unreliable. Please respond as soon as possible.,negative,18,1,18,i want to cancel because the service quality is poor and unreliable please respond as soon as possible
TKT00807,app,The app crashes whenever I try to use profile update.,negative,10,0,10,the app crashes whenever i try to use profile update
TKT00808,app,The app crashes whenever I try to use notifications. Please respond as soon as possible.,negative,15,1,15,the app crashes whenever i try to use notifications please respond as soon as possible
TKT00809,app,Can you share the status of my subscription request?,neutral,9,0,9,can you share the status of my subscription request
TKT00810,phone,The delivery was smooth and the product quality is excellent. My ticket number is 60150.,positive,15,0,15,the delivery was smooth and the product quality is excellent my ticket number is 
TKT00811,phone,I want to cancel because the service quality is poor and unreliable. My ticket number is 77147.,negative,17,0,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT00812,chat,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT00813,email,The app experience is smooth and reliable. My ticket number is 42132.,positive,12,0,12,the app experience is smooth and reliable my ticket number is 
TKT00814,chat,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT00815,email,The app crashes whenever I try to use video call.,negative,10,1,10,the app crashes whenever i try to use video call
TKT00816,social,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT00817,phone,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00818,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT00819,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT00820,social,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT00821,email,Billing is incorrect and I was charged twice this month. My ticket number is 29285.,negative,15,0,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT00822,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00823,app,Can you confirm whether my ticket has been assigned? My ticket number is 67674.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00824,email,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00825,chat,Please provide the steps to activate tracking. My ticket number is 78417.,neutral,12,0,12,please provide the steps to activate tracking my ticket number is 
TKT00826,chat,I am satisfied with the plan and would recommend it to others. I appreciate the quick response.,positive,17,0,17,i am satisfied with the plan and would recommend it to others i appreciate the quick response
TKT00827,app,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00828,email,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT00829,email,Please tell me how to update my account details. My ticket number is 79419.,neutral,14,0,14,please tell me how to update my account details my ticket number is 
TKT00830,phone,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00831,chat,Please provide the steps to activate profile update. My ticket number is 70315.,neutral,13,0,13,please provide the steps to activate profile update my ticket number is 
TKT00832,social,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT00833,social,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00834,chat,The internet speed is slow and customer care is not helping. My ticket number is 68349.,negative,16,1,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT00835,social,I would like to know more about the available plans. Please respond as soon as possible.,neutral,16,1,16,i would like to know more about the available plans please respond as soon as possible
TKT00836,app,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT00837,chat,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00838,chat,The app experience is smooth and reliable. My ticket number is 62317.,positive,12,0,12,the app experience is smooth and reliable my ticket number is 
TKT00839,social,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT00840,email,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00841,social,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT00842,chat,The subscription keeps failing and support has not resolved my issue. My ticket number is 73051.,negative,16,0,16,the subscription keeps failing and support has not resolved my issue my ticket number is 
TKT00843,app,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00844,app,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT00845,app,My refund is still pending and this experience is frustrating.,negative,10,1,10,my refund is still pending and this experience is frustrating
TKT00846,email,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT00847,social,I want to understand the warranty terms for this product. My ticket number is 22270.,neutral,15,0,15,i want to understand the warranty terms for this product my ticket number is 
TKT00848,social,I need information about the payment process. My ticket number is 58187.,neutral,12,0,12,i need information about the payment process my ticket number is 
TKT00849,email,The account keeps failing and support has not resolved my issue.,negative,11,0,11,the account keeps failing and support has not resolved my issue
TKT00850,email,I like the new login and it is easy to use.,positive,11,0,11,i like the new login and it is easy to use
TKT00851,app,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00852,phone,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00853,app,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT00854,app,The router is working well and I am happy with the service.,positive,12,0,12,the router is working well and i am happy with the service
TKT00855,chat,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT00856,chat,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00857,phone,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00858,phone,I need information about the payment process. My ticket number is 58869. Please respond as soon as possible.,neutral,18,1,18,i need information about the payment process my ticket number is  please respond as soon as possible
TKT00859,phone,Can you confirm whether my ticket has been assigned? My ticket number is 71153.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00860,phone,Billing is incorrect and I was charged twice this month. My ticket number is 26034.,negative,15,0,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT00861,phone,I would like to know more about the available plans. My ticket number is 18341.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00862,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,0,12,i want to cancel because the service quality is poor and unreliable
TKT00863,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00864,chat,The response from the team was helpful and professional. My ticket number is 26837.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00865,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT00866,app,The dashboard is working well and I am happy with the service. I appreciate the quick response.,positive,17,0,17,the dashboard is working well and i am happy with the service i appreciate the quick response
TKT00867,chat,I would like to know more about the available plans. Please respond as soon as possible.,neutral,16,1,16,i would like to know more about the available plans please respond as soon as possible
TKT00868,chat,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00869,email,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00870,social,I like the new profile update and it is easy to use. My ticket number is 65178.,positive,17,0,17,i like the new profile update and it is easy to use my ticket number is 
TKT00871,phone,Your support team resolved my issue quickly. Thank you. My ticket number is 29624.,positive,14,0,14,your support team resolved my issue quickly thank you my ticket number is 
TKT00872,phone,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0,14,your support team resolved my issue quickly thank you i appreciate the quick response
TKT00873,app,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1,17,i have raised multiple tickets but nobody has fixed the problem please respond as soon as possible
TKT00874,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00875,chat,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1,16,i want to understand the warranty terms for this product please respond as soon as possible
TKT00876,social,I am checking if there is any scheduled maintenance today. My ticket number is 15895. Please respond as soon as possible.,neutral,21,1,21,i am checking if there is any scheduled maintenance today my ticket number is  please respond as soon as possible
TKT00877,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,0,12,i want to cancel because the service quality is poor and unreliable
TKT00878,email,The response from the team was helpful and professional. My ticket number is 80247.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00879,email,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00880,social,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1,16,i am checking if there is any scheduled maintenance today please respond as soon as possible
TKT00881,social,Can someone explain the difference between the plans? My ticket number is 11058.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT00882,social,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT00883,chat,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00884,social,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT00885,social,I would like to know more about the available plans. My ticket number is 69782. Please respond as soon as possible.,neutral,21,1,21,i would like to know more about the available plans my ticket number is  please respond as soon as possible
TKT00886,app,Can someone explain the difference between the plans? My ticket number is 69525.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT00887,email,Can you share the status of my mobile app request?,neutral,10,0,10,can you share the status of my mobile app request
TKT00888,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1,15,can you confirm whether my ticket has been assigned please respond as soon as possible
TKT00889,phone,My refund is still pending and this experience is frustrating. Please respond as soon as possible.,negative,16,1,16,my refund is still pending and this experience is frustrating please respond as soon as possible
TKT00890,app,The delivery was smooth and the product quality is excellent. My ticket number is 30106. I appreciate the quick response.,positive,20,0,20,the delivery was smooth and the product quality is excellent my ticket number is  i appreciate the quick response
TKT00891,email,I would like to know more about the available plans. My ticket number is 87178.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00892,chat,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00893,phone,I am very unhappy because my order has not worked since after the recent update. My ticket number is 97141. Please respond as soon as possible.,negative,26,1,26,i am very unhappy because my order has not worked since after the recent update my ticket number is  please respond as soon as possible
TKT00894,phone,Can you share the status of my router request? My ticket number is 37228.,neutral,14,0,14,can you share the status of my router request my ticket number is 
TKT00895,email,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT00896,phone,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00897,app,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT00898,phone,Can you share the status of my mobile app request?,neutral,10,0,10,can you share the status of my mobile app request
TKT00899,chat,I am very unhappy because my order has not worked since this morning.,negative,13,0,13,i am very unhappy because my order has not worked since this morning
TKT00900,email,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT00901,app,I want to cancel because the service quality is poor and unreliable.,negative,12,1,12,i want to cancel because the service quality is poor and unreliable
TKT00902,social,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00903,chat,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00904,app,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT00905,app,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00906,phone,The product quality is bad and I regret purchasing it. My ticket number is 60889.,negative,15,0,15,the product quality is bad and i regret purchasing it my ticket number is 
TKT00907,chat,The internet speed is slow and customer care is not helping.,negative,11,1,11,the internet speed is slow and customer care is not helping
TKT00908,social,Great service and clear communication from the support team. My ticket number is 96422.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00909,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00910,social,I need help finding the invoice for my last order. My ticket number is 39439.,neutral,15,0,15,i need help finding the invoice for my last order my ticket number is 
TKT00911,chat,Billing is incorrect and I was charged twice this month. My ticket number is 13030.,negative,15,1,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT00912,app,I am checking if there is any scheduled maintenance today. My ticket number is 90418.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00913,email,The mobile app is working well and I am happy with the service. I appreciate the quick response.,positive,18,0,18,the mobile app is working well and i am happy with the service i appreciate the quick response
TKT00914,phone,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00915,chat,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT00916,email,I am checking if there is any scheduled maintenance today. My ticket number is 85059.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00917,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00918,email,I am checking if there is any scheduled maintenance today. My ticket number is 53075.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00919,chat,Billing is incorrect and I was charged twice this month.,negative,10,1,10,billing is incorrect and i was charged twice this month
TKT00920,chat,Can you confirm whether my ticket has been assigned? My ticket number is 45674.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT00921,email,Please provide the steps to activate video call. Please respond as soon as possible.,neutral,14,1,14,please provide the steps to activate video call please respond as soon as possible
TKT00922,app,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00923,phone,Can you share the status of my router request? My ticket number is 62488. Please respond as soon as possible.,neutral,20,1,20,can you share the status of my router request my ticket number is  please respond as soon as possible
TKT00924,chat,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00925,social,The mobile app is working well and I am happy with the service.,positive,13,0,13,the mobile app is working well and i am happy with the service
TKT00926,phone,Your support team resolved my issue quickly. Thank you. My ticket number is 36289.,positive,14,0,14,your support team resolved my issue quickly thank you my ticket number is 
TKT00927,social,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 19789.,negative,16,0,16,i have raised multiple tickets but nobody has fixed the problem my ticket number is 
TKT00928,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00929,phone,The internet speed is slow and customer care is not helping. My ticket number is 27725.,negative,16,1,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT00930,social,The mobile app is working well and I am happy with the service. I appreciate the quick response.,positive,18,0,18,the mobile app is working well and i am happy with the service i appreciate the quick response
TKT00931,phone,I would like to know more about the available plans. My ticket number is 79942.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00932,phone,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT00933,app,I like the new video call and it is easy to use. I appreciate the quick response.,positive,17,0,17,i like the new video call and it is easy to use i appreciate the quick response
TKT00934,chat,The dashboard keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,17,1,17,the dashboard keeps failing and support has not resolved my issue please respond as soon as possible
TKT00935,email,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 53976. Please respond as soon as possible.,negative,22,1,22,i have raised multiple tickets but nobody has fixed the problem my ticket number is  please respond as soon as possible
TKT00936,phone,Please provide the steps to activate profile update.,neutral,8,0,8,please provide the steps to activate profile update
TKT00937,phone,The app crashes whenever I try to use report download. Please respond as soon as possible.,negative,16,1,16,the app crashes whenever i try to use report download please respond as soon as possible
TKT00938,social,The service plan keeps failing and support has not resolved my issue.,negative,12,1,12,the service plan keeps failing and support has not resolved my issue
TKT00939,phone,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT00940,chat,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00941,phone,The delivery was smooth and the product quality is excellent. My ticket number is 62980. I appreciate the quick response.,positive,20,0,20,the delivery was smooth and the product quality is excellent my ticket number is  i appreciate the quick response
TKT00942,email,Can you share the status of my account request?,neutral,9,0,9,can you share the status of my account request
TKT00943,app,I have raised multiple tickets but nobody has fixed the problem.,negative,11,0,11,i have raised multiple tickets but nobody has fixed the problem
TKT00944,app,The response from the team was helpful and professional. I appreciate the quick response.,positive,14,0,14,the response from the team was helpful and professional i appreciate the quick response
TKT00945,email,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00946,chat,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00947,app,I want to cancel because the service quality is poor and unreliable.,negative,12,0,12,i want to cancel because the service quality is poor and unreliable
TKT00948,email,I want to cancel because the service quality is poor and unreliable.,negative,12,1,12,i want to cancel because the service quality is poor and unreliable
TKT00949,email,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT00950,chat,I like the new login and it is easy to use. My ticket number is 68064.,positive,16,0,16,i like the new login and it is easy to use my ticket number is 
TKT00951,phone,Great service and clear communication from the support team. My ticket number is 93827.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00952,email,Great service and clear communication from the support team. My ticket number is 26728.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00953,email,The account is working well and I am happy with the service. My ticket number is 53178.,positive,17,0,17,the account is working well and i am happy with the service my ticket number is 
TKT00954,app,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT00955,chat,I want to cancel because the service quality is poor and unreliable.,negative,12,0,12,i want to cancel because the service quality is poor and unreliable
TKT00956,chat,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00957,app,I need help finding the invoice for my last order. My ticket number is 96593.,neutral,15,0,15,i need help finding the invoice for my last order my ticket number is 
TKT00958,app,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00959,email,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0,15,the installation was completed on time and everything works perfectly i appreciate the quick response
TKT00960,social,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0,15,the installation was completed on time and everything works perfectly i appreciate the quick response
TKT00961,app,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT00962,app,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT00963,social,The internet speed is slow and customer care is not helping.,negative,11,1,11,the internet speed is slow and customer care is not helping
TKT00964,chat,The app crashes whenever I try to use login. My ticket number is 72771.,negative,14,0,14,the app crashes whenever i try to use login my ticket number is 
TKT00965,chat,Please provide the steps to activate analytics.,neutral,7,0,7,please provide the steps to activate analytics
TKT00966,phone,I am very unhappy because my account has not worked since last week.,negative,13,1,13,i am very unhappy because my account has not worked since last week
TKT00967,phone,Can you share the status of my account request?,neutral,9,0,9,can you share the status of my account request
TKT00968,social,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00969,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT00970,social,The internet speed is slow and customer care is not helping. My ticket number is 28926.,negative,16,1,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT00971,app,I want to cancel because the service quality is poor and unreliable.,negative,12,1,12,i want to cancel because the service quality is poor and unreliable
TKT00972,social,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1,17,i have raised multiple tickets but nobody has fixed the problem please respond as soon as possible
TKT00973,chat,I am checking if there is any scheduled maintenance today. My ticket number is 30574.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00974,email,The dashboard keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,17,1,17,the dashboard keeps failing and support has not resolved my issue please respond as soon as possible
TKT00975,email,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00976,social,Please tell me how to update my account details. My ticket number is 40228.,neutral,14,0,14,please tell me how to update my account details my ticket number is 
TKT00977,social,My refund is still pending and this experience is frustrating. My ticket number is 64786. Please respond as soon as possible.,negative,21,1,21,my refund is still pending and this experience is frustrating my ticket number is  please respond as soon as possible
TKT00978,email,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT00979,app,Can you share the status of my subscription request?,neutral,9,0,9,can you share the status of my subscription request
TKT00980,email,I want to cancel because the service quality is poor and unreliable.,negative,12,0,12,i want to cancel because the service quality is poor and unreliable
TKT00981,social,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT00982,chat,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT00983,phone,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT00984,phone,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT00985,app,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00986,app,The refund process was fast and convenient. My ticket number is 71725.,positive,12,0,12,the refund process was fast and convenient my ticket number is 
TKT00987,email,I am very unhappy because my mobile app has not worked since three days ago. Please respond as soon as possible.,negative,21,1,21,i am very unhappy because my mobile app has not worked since three days ago please respond as soon as possible
TKT00988,app,The installation was completed on time and everything works perfectly. My ticket number is 98496. I appreciate the quick response.,positive,20,0,20,the installation was completed on time and everything works perfectly my ticket number is  i appreciate the quick response
TKT00989,chat,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1,16,i am checking if there is any scheduled maintenance today please respond as soon as possible
TKT00990,chat,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT00991,phone,Can someone explain the difference between the plans? My ticket number is 75271. Please respond as soon as possible.,neutral,19,1,19,can someone explain the difference between the plans my ticket number is  please respond as soon as possible
TKT00992,phone,The installation was completed on time and everything works perfectly. My ticket number is 42091.,positive,15,0,15,the installation was completed on time and everything works perfectly my ticket number is 
TKT00993,social,I like the new video call and it is easy to use. My ticket number is 44033.,positive,17,0,17,i like the new video call and it is easy to use my ticket number is 
TKT00994,social,Can someone explain the difference between the plans? My ticket number is 72750.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT00995,phone,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT00996,email,Great service and clear communication from the support team. My ticket number is 46017.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT00997,chat,I am satisfied with the plan and would recommend it to others. My ticket number is 66502.,positive,17,0,17,i am satisfied with the plan and would recommend it to others my ticket number is 
TKT00998,phone,I am satisfied with the plan and would recommend it to others. My ticket number is 46654.,positive,17,0,17,i am satisfied with the plan and would recommend it to others my ticket number is 
TKT00999,phone,The delivery was late and the package arrived damaged. My ticket number is 60581.,negative,14,0,14,the delivery was late and the package arrived damaged my ticket number is 
TKT01000,phone,Can someone explain the difference between the plans? My ticket number is 85727.,neutral,13,0,13,can someone explain the difference between the plans my ticket number is 
TKT01001,social,The account is working well and I am happy with the service. My ticket number is 64168.,positive,17,0,17,the account is working well and i am happy with the service my ticket number is 
TKT01002,app,Please provide the steps to activate payment. Please respond as soon as possible.,neutral,13,1,13,please provide the steps to activate payment please respond as soon as possible
TKT01003,phone,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01004,chat,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01005,chat,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT01006,email,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT01007,email,The app crashes whenever I try to use report download.,negative,10,1,10,the app crashes whenever i try to use report download
